title,id,vote_average,vote_count,release_date,revenue,runtime,budget,imdb_id,original_language,original_title,overview,popularity,tagline,genres,production_companies,production_countries,spoken_languages,cast,director,director_of_photography,writers,producers,music_composer,imdb_rating,imdb_votes,poster_path
Eileen,664341,5.9,331,45261,1560142,98,16000000,tt5198890,en,Eileen,"During a bitter 1964 Massachusetts winter, young secretary Eileen becomes enchanted by Rebecca, the glamorous new counselor at the prison where she works. Their budding friendship takes a twisted turn when Rebecca reveals a dark secret — throwing Eileen onto a sinister path.",5.8922,Crime has never felt so intoxicating.,"Thriller, Crime","Likely Story, Film4 Productions, Omniscient Films, Fifth Season","United Kingdom, United States of America",English,"Joel Marsh Garland, Patrick Noonan, Mark Havlis, Gavin K. Barfield, Peter McRobbie, Thomasin McKenzie, William Hill, Anne Hathaway, Alexander Jameson, Sam Nivola, Brendan Burke, Myra Thibault, Willie C. Carpenter, Peter Von Berg, Siobhan Fallon Hogan, Shea Whigham, Patrick Ryan Wood, Mason Pettograsso, Lauren Yaffe, Julian Gavilanes, Spencer Barnes, Matt Berman, Ben Kennedy, Tonye Patano, Owen Teague, Marin Ireland, Lawrence Arancio, Jefferson White, Louis Vanaria",William Oldroyd,Ari Wegner,"Ottessa Moshfegh, Luke Goebel","Stefanie Azpiazu, Ottessa Moshfegh, Jamin O'Brien, Luke Goebel, Anthony Bregman, William Oldroyd, Peter Cron, Julia Oh, Ollie Madden",Richard Reed Parry,5.9,18877,/x6kedRqcj8jH0cik9p1jzkDwZvM.jpg
Ek Thi Daayan,186747,5,31,41382,6500000,135,3500000,tt2406676,hi,एक थी डायन,A popular magician seeks help from a psychiatrist to protect him from a witch that has haunted him since childhood.,0.6446,Everything Comes Full Circle,"Horror, Romance, Thriller","Vishal Bhardwaj Pictures, Balaji Motion Pictures, Cult Movies",India,हिन्दी,"Rajatabha Dutta, Deepak Dhadwal, Sara Arjun, Shirina Sambyal, Kalki Koechlin, Konkona Sen Sharma, Visshesh Tiwari, Pallavi Batra, Pooja Jhaveri, Huma Qureshi, Emraan Hashmi, Pavan Malhotra, Bhavesh Balchandani, Vidyadhar Karmakar",Kannan Iyer,Saurabh Goswami,"Matthew Robbins, Vishal Bhardwaj, Mukul Sharma","Shobha Kapoor, Ekta Kapoor, Vishal Bhardwaj, Rekha Bhardwaj",Vishal Bhardwaj,5.8,4865,/i0GKZCeNJD7VHk3pCtWTVvZ8lEz.jpg
El Angel,507505,7.4,563,43321,10452324,115,3000000,tt7204348,es,El Ángel,"Buenos Aires, Argentina, 1971. Carlos Robledo Puch is a 19-year-old boy with an angelic face, but a vocational thief as well, who acts ruthlessly, without remorse. When he meets Ramón, they follow together a dark path of crime and death.",2.3264,Inspired by true events.,"Drama, Crime","El Deseo, K & S Films, INCAA, Underground Producciones, Telefe, TVE","Argentina, Spain",Español,"Peter Lanzani, William Prociuk, Malena Villa, Chino Darín, Fernando Contigiani García, Marcelo D'Andrea, Daniel Fanego, Mercedes Morán, Cecilia Roth, Lorenzo Ferro, Luis Gnecco",Luis Ortega,"Julián Apezteguia, Daniel Ortega","Rodolfo Palacios, Luis Ortega, Sergio Olguín","Micaela Buye, Sebastián Ortega, Pedro Almodóvar, Axel Kuschevatzky, Javier Braier, Agustín Almodóvar, Esther García, Leticia Cristi, Hugo Sigman, Matias Mosteirin, Pablo Culell",Moondog,6.9,12202,/hKtxOC2Mx9v4vx5TNJprzrFiy7.jpg
Elemental,976573,7.6,5020,45091,496444308,102,200000000,tt15789038,en,Elemental,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",20.9261,Opposites react.,"Family, Fantasy, Comedy, Romance, Animation",Pixar,United States of America,English,"Ronobir Lahiri, Mason Wertheimer, Matthew Yang King, Shila Ommi, Catherine O'Hara, Wilma Bonet, Jonathan Adams, Reagan To, Alex Kapp, Jeff Lapensee, Clara Lin Ding, Leah Lewis, Ben Morris, Mamoudou Athie, Joe Pera, Ronnie del Carmen, Wendi McLendon-Covey, P.L. Brown",Peter Sohn,"David Juan Bianchi, Jean-Claude Kalache","John Hoberg, Le Tang, Kat Likkel, Brenda Hsueh, Jason Katz, Peter Sohn","Denise Ream, Pete Docter",Thomas Newman,7,157322,/4Y1WNkd88JXmGfhtWR7dmDAo1T2.jpg
Elio,1022787,6.968,629,45826,153797125,98,150000000,tt4900148,en,Elio,"Elio, a space fanatic with an active imagination, finds himself on a cosmic misadventure where he must form new bonds with eccentric alien lifeforms, navigate a crisis of intergalactic proportions and somehow discover who he is truly meant to be.",35.0047,They asked for our leader. They got... him.,"Family, Comedy, Adventure, Animation, Science Fiction",Pixar,United States of America,English,"Atsuko Okatsuka, Remy Edgerly, Tamara Tunie, Brandon Moon, Naomi Watanabe, Zoe Saldaña, Anissa Borrego, Matthias Schweighöfer, Kate Mulgrew, Brad Garrett, Jameela Jamil, Brendan Hunt, Jake T. Getman, Bob Peterson, Young Dylan, Shirley Henderson, Shelby Young, Yonas Kibreab, Ana de la Reguera","Adrian Molina, Madeline Sharafian, Domee Shi","Matt Aspbury, Danielle Feinberg","Esteban Bravo, Michael Daley, Adrian Molina, Dan Park, Alexander Pimwong, Zilai Feng, Brandon Moon, Margaret Spencer, James S. Baker, Brian Larsen, Tony Rosenast, Anna Benedict, Yon Hui Lee, Derek Thompson, Mark Hammer, Michael Wu, Mitra Shahidi, Dean Kelly, Madeline Sharafian, Paula Assadourian, Le Tang, Rosana Sullivan, Hyein Park, Adam Campbell, Steph Waldo, Julia Cho, Rejean Bourdages, Jeff Call, Domee Shi, Bill Presing, Mike Jones","Mary Alice Drumm, Lindsey Collins, Pete Docter",Rob Simonsen,6.7,31392,/7z8jDiTZZco9moIKpTUImFtTy7o.jpg
Elles,85545,5.3,182,40795,911466,96,4000000,tt1549589,fr,Elles,A journalist tries to balance the duties of marriage and motherhood while researching a piece on college women who work as prostitutes to pay their tuition.,1.3135,The world's oldest profession still has its secrets.,Drama,"Canal+, ZDF, Slot Machine, Zentropa International Köln, Zentropa International France, Liberator Productions, SHOT Szumowski, Zentropa International Poland","France, Germany, Poland","Polski, Français, English","Anaïs Demoustier, Jean-Marie Binoche, Anaïs Fabre, Martine Vandeville, Jenny Bellay, Krystyna Janda, Juliette Binoche, Mateusz Kościukiewicz, François Civil, Laurence Ragon, Tom Hénin, Joanna Kulig, Ali Marhyar, Arthur Moncla, Jean-Louis Coulloc'h, Alain Libolt, Louis-Do de Lencquesaing, José Fumanal, Swann Arlaud, Nicolas Layani, Pablo Beugnet, Valérie Dréville, Scali Delpeyrat, Andrzej Chyra, Laurent Jumeaucourt",Małgorzata Szumowska,Michał Englert,"Małgorzata Szumowska, Tine Byrckel","Marianne Slot, Olivier Guerbois, Johannes Rexin",Paweł Mykietyn,5.6,7897,/cMKXiV8TlRAegpxf88DjGVOaxu2.jpg
Elvis,614934,7.478,3708,44734,288670284,159,85000000,tt3704428,en,Elvis,"The life story of Elvis Presley as seen through the complicated relationship with his enigmatic manager, Colonel Tom Parker.",6.1461,The Man. The Legend. The King of Rock & Roll.,"Drama, Music, History","Warner Bros. Pictures, Bazmark, The Jackal Group","Australia, United States of America",English,"Leon Ford, Yola, Natalie Bassingthwaighte, Nicholas Bell, Mike Bingaman, Adam Dunn, Mark Leonard Winter, Robert Randolph, Lenesha Randolph, Kelvin Harrison, Jr., Beverly Ann McCrary, Senayt Mebrahtu, Sara Settles, Aristene Kisando, Charles Allen, Cameron Keith Walls, Kodi Smit-McPhee, Patrick Shearer, Sharon Brooks, Elizabeth Cullen, Richard Roxburgh, Gareth Davies, Traneshia Chiles, Tamica Nicole, Natasha Bassett, Christopher Sommers, Hilton Hyppolite Denis, Terepai Richmond, Kellee Halford, Miles Burton, Ira Wayne Settles, Sr., Angie Milliken, Jamiah Hudson, Lauren McClinton, Melina Vidler, Christian Kisando, Angela McCrary, Olivia DeJonge, Sandro Colarelli, Cle Morgan, Gary Clark Jr., John Mukristayo, Liz Blackett, Shannon Sanders, Jordan A. Holland, Tony Nixon, David Gannon, Charles Grounds, Lakota Johnson, Torshia Suggs, Ruby Gonzales-Judd, Jacqueline Smith-Jefferson, Austin Butler, Xavier Samuel, Iain Gardiner, Kate Mulvany, Josh McConville, Andrea Moor, Norris Jones, Libe Barer, Greg Powell, Elvis Presley, Luke Bracey, Marqo Patton, Gad Banza, Thomas Larkin, Shirley M. Settles, Hugh Parker, Calvin V. Settles, Sr., Dacre Montgomery, Sarah Ogden, Princess Mariama Andrews, Alex Knight, Keb' Mo', Brad Leaver, Andrea Baker, Alton Mason, Miranda Frangou, David Wenham, Anthony Phelan, Doug Burch, Helen Thomson, Chaydon Jay, Calvin Settles II, Cathy Cavadini, Alfreda McCrary, Christian McCarty, Shonka Dukureh, Simon Mallory, Gary Haile, Jack McGirr, Angela Hill, Odessa L. Settles, Stephen Ladson, Luke Corrin Care, Tom Hanks",Baz Luhrmann,Mandy Walker,"Baz Luhrmann, Jeremy Doner, Craig Pearce, Sam Bromell","Schuyler Weiss, Gail Berman, Patrick McCormick, Toby Emmerich, Catherine Martin, Baz Luhrmann, Andrew Mittman",Elliott Wheeler,7.3,255340,/qBOKWqAFbveZ4ryjJJwbie6tXkQ.jpg
Elvis & Nixon,301348,5.971,425,42451,1100000,86,5000000,tt2093991,en,Elvis & Nixon,"In 1970, a few days before Christmas, Elvis Presley showed up on the White House lawn seeking to be deputized into the Bureau of Narcotics and Dangerous Drugs by the President himself.",1.5563,"On December 21st, 1970, two of America's greatest recording artists met for the first time.","Drama, Comedy, History","Autumn Productions, Benaroya Pictures, Prescience, Holly Wiersma Productions, Elevated Films, jellyfish Bloom",United States of America,English,"Sky Ferreira, Dylan Penn, Johnny Knoxville, Gus Rhodes, Tate Donovan, Ahna O'Reilly, Ashley Benson, Geraldine Singer, Alex Pettyfer, Hanala Sagal, Evan Peters, Joey Sagal, Poppy Delevingne, Colin Hanks, Tracy Letts, Michael Shannon, Kevin Spacey",Liza Johnson,Terry Stacey,"Cary Elwes, Hanala Sagal, Joey Sagal","Cassian Elwes, Johnny Mac, Robert Ogden Barnum, Michael Benaroya, Jason A. Micallef, Laura Rister, Lisa Wolofsky, Ali Jazayeri, Amy Rodrigue, Cary Elwes, Holly Wiersma, Kevin Tent, Jerry Schilling, Dave Hansen, Michael Shannon, Byron Wetzel",Edward Shearmur,6.3,15487,/pwUXhwUAOq3J7ixxwOIWpMAFbje.jpg
Embrace of the Serpent,336808,7.7,475,42149,1320005,125,1400000,tt4285496,es,El abrazo de la serpiente,"The epic story of the first contact, encounter, approach, betrayal and, eventually, life-transcending friendship, between Karamakate, an Amazonian shaman, last survivor of his people, and two scientists that, over the course of 40 years, travel through the Amazon in search of a sacred plant that can heal them. Inspired by the journals of the first explorers of the Colombian Amazon, Theodor Koch-Grunberg and Richard Evans Schultes.",0.9819,A poetic and haunting journey into a lost world.,"Drama, Adventure","Nortesur Producciones, Buffalo Films, Caracol Televisión, Ciudad Lunar, MC Producciones, Dago García Producciones","Argentina, Colombia, Venezuela","Català, Deutsch, Latin, Português, Español","Nicolás Cancino, Brionne Davis, José Sabogal, Yauenkü Miguee, Jan Bijvoet, Luigi Sciamanna, Nilbio Torres, Pediwake Daniel Martínez, Antonio Bolívar",Ciro Guerra,David Gallego,"Jacques Toulemonde, Ciro Guerra","Hori Mentasti, Marcelo Céspedes, Raúl Bravo, Cristina Gallego",Nascuy Linares,7.8,25589,/t3Lmw8jvm7tpik0lSkub8hU4oRW.jpg
Emergency Declaration,626872,7.5,405,44776,19200000,140,18052672,tt11535228,ko,비상선언,"While investigating a terroristic threat that goes viral online, Korean authorities discover that a suspect has recently boarded an international flight bound for the United States. When a healthy passenger on the same flight suddenly dies a gruesome death of unknown cause, panic erupts both in-flight and on the ground. With steadily decreasing fuel and international refusals to offer aid, the captain and crew will be forced to take unprecedented emergency measures in an attempt to save the lives of their passengers.",5.2211,Take your seat.,"Action, Drama, Thriller","CJeS Studios, MAGNUM9, Cine Joo, Dexter Studios, Showbox",South Korea,"English, 한국어/조선말, 日本語","Baek Seung-ik, Lee Su-mi, Sim Woo-sung, Song Hyeong-su, Lee Eun-hee, Oh Jae-kyun, Park Hui-eun, Choi Jae-hoon, Jung Hyung-suk, Shim So-yeon, Kim Ri-seung, Yang Hee-myoung, Hyun Seung-jin, Gu Yu-jung, Lim Hyung-kook, Ock Yun-jung, Shin Seung-yong, Jung Min-seop, Lee Byung-hun, Song Kang-ho, Byeon Dong-wook, Shin Duk-ho, Kim Byeong-man, Maurice Turner Jr., Wang Jong-myung, Do Yeong-seo, Hong Ha-na-im, Ji Nam-hyuk, Ha Soo-ho, Kwon Han-sol, Jeong Ji-young, Lee Hwa-ryong, Jung So-yong, Woo Mi-hwa, Hwang Hyun-bin, Gong Teyu, Carson Allen, Min Hyo-kyung, Park Sun-im, Choi Pil-sang, Nam Myung-ryeol, Son Jin-hwan, Seo Suk-kyu, Kim Kyu-do, Yoo Jong-yeon, Choi Eun-kyoung, Lee Mi-ra, Lee Dong-hee, Seok Bo-bae, Im Sung-jae, Lee Yul-eum, Jeon Jung-il, Sung Ki-yoon, Kwon Hyuk, Ji Woong-bae, Lim Ji-hyun, Kim Seo-yeon, Shin Chi-young, Song Joon-hee, Jo Yong-jun, Byun Jin-su, Ki Do-young, Jang Yong-hee, Kwon Il-yong, Moon Sook, Jeon Do-yeon, Rachel J. Goodgion, Jo Young-ji, Park Jae-wan, Kim Yeon-kyo, Oh Yun-su, John D. Michaels, Jeong Jong-yeol, Moon Joo-yeon, Shin Soo-yeon, Kim Nam-gil, Song Hoon, Kwak Min-kyu, Go Gyoung-hee, Lim Jung-ok, Song Kyung-eui, Byun Joong-hee, Jeon Eun-mi, Kim Kwang-hyun, Oh Jae-se, Jin Mi-sa, Lee Doo-seok, Kim Kwang-shik, Lee Hae-woon, Park Yoon-hee, Choi Sol-hee, Yeo Min-goo, Ha Hye-seung, Lee Yoon-jae, Yoon Se-woong, Lee Ye-young, Jung Yun-ha, Yim Si-wan, Hwang Jae-yeol, Kim Do-won, Kim Hyun-jeong, Kim Guk-hee, Yoon Jae-in, Lee Jae-eun, Lee Taek-geun, Lee Hyun-kyun, Lee Seung-joon, Byeon Woo-jong, Park Ye-yeong, Park Geun-hong, Cho Seung-yeon, Choi Young-do, Lee Jong-woon, Kim Hak-seon, Ki Hwan, Son Kyoung-won, Jo Seung-yeon, Jo Woon, Kim Ji-min, Jang Jun-whee, Kim Han-sang, Kim Ho-jung, Koo Min-hyuk, Jung Yun-shim, Chae Song-ah, Jo Hyeon-im, Jang Seo-yeon, Kim Keum-soon, Lee Il-sub, Bae Hyun-kyung, Hyun Bong-sik, Kim So-woon, Lee Gi-dong, Kim Zio, Yoo Ah-reum, Moon Ah-ram, Lee Si-won, Ha Jung-min, Choi Young-min, Kwon Jung-min, Kang Mal-geum, Jo Dae-hee, Jung Seo-in, Kim So-jin, Ahn Jung-ho, Lee Sang-hyun, Park Hae-joon, Kang Yeong-il, Cho Jae-ryong, Kim Yeong-jo, Lee Ji-su, Lee Eun-joo, Oh Seung-jun, Lee Moon-bin, Kim Chang-hwan, Jeon Se-yong, Jo Jin-kyul, Jeon Su-ji, Park Ki-seon, Kim Bong-hee, Kim Dong-hyung, Seol In-a, Oh Geun-wook",Han Jae-rim,"Lee Mo-gae, Park Jong-cheol","Oh Soo-jin, Han Jae-rim, Yoo Gap-yeol, Park Jae-beom","Kim Dae-seung, Kim Yo-hwan, Kim Do-su, Han Jae-rim, Han Jae-hoon",Lee Byung-woo,6.8,11701,/hxxtBWo50hwD37Q5cLEzaSDVyKZ.jpg
Emilia P√©rez,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Emily the Criminal,862965,6.7,909,44785,2157673,97,2000000,tt15255876,en,Emily the Criminal,"Desperate for income, Emily takes a shady gig buying goods with stolen credit cards supplied by a charismatic middleman named Youcef. Seduced by the quick cash and illicit thrills, they hatch a plan to take their business to the next level.",4.0356,High risks come with even higher rewards.,"Crime, Drama, Thriller","Low Spark Films, Evil Hag Productions, Fear Knot Productions, MakeMake",United States of America,"العربية, , English, 한국어/조선말, Español","Jessie Camacho, Roman Mitichyan, Ben Rodgers, Jack Topalian, Kara Luiz, Janice Sonia Lee, Lamar Usher, John Posey, Brandon Sklenar, Kimiko Singer, Roman Arabia, Carlos E. Campos, Victor Manso, John Billingsley, Amje Elharden, Jonathan Avigdori, Adam El Sharkawy, Shoko Rice, Wesley Han, Aubrey Plaza, Tomas Pais, Sheila Korsi, Craig Stark, Wyatt Barrios, Ricarlo Flanagan, Kim Yarbrough, Gina Gershon, Bernardo Badillo, Rif Hutton, Megalyn Echikunwoke, Jessie Reeder, Theo Rossi, Sarah Allyn Bauer",John Patton Ford,Jeff Bierman,John Patton Ford,"Tyler Davidson, Drew Sykes, Kent Kubena, Angus Wall, Mike Dill, Dexter Braff, Kevin Flanigan, Aubrey Plaza, Lowell Shapiro",Nathan Halpern,6.7,65586,/iZvzMpREGiqDQ5eYbx8z70qPgst.jpg
Encanto,568124,7.6,9913,44482,261292688,102,150000000,tt2953050,en,Encanto,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",13.0114,There's a little magic in all of us...almost all of us.,"Animation, Comedy, Family, Fantasy",Walt Disney Animation Studios,United States of America,"English, Español","Rose Portillo, Olga Merediz, Diane Guerrero, Ravi Cabot-Conyers, Juan Castano, Jorge E. Ruiz Cano, Sarah-Nicole Robles, Mauro Castillo, Angie Cepeda, John Leguizamo, Rhenzy Feliz, María Cecilia Botero, Hector Elias, Noemi Josefina Flores, Ezra Rudulph, Wilmer Valderrama, Brooklyn Skylar Rodriguez, Paisley Day Herrera, Jessica Darrow, Maluma, Adassa, Carolina Gaitán, Alyssa Bella Candiani, Stephanie Beatriz, Alan Tudyk","Byron Howard, Jared Bush",0,"Nancy Kruse, Charise Castro Smith, Jared Bush, Lin-Manuel Miranda, Jason Hand, Byron Howard","Clark Spencer, Jennifer Lee, Yvett Merino Flores",Germaine Franco,7.2,289187,/4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg
Ender's Game,80274,6.6,6019,41571,125537191,114,110000000,tt1731141,en,Ender's Game,"Based on the classic novel by Orson Scott Card, Ender's Game is the story of the Earth's most gifted children training to defend their homeplanet in the space wars of the future.",5.6251,This is not a game.,"Science Fiction, Action, Adventure","Digital Domain, Chartoff Productions, Taleswapper, K/O Paper Products, OddLot Entertainment",United States of America,English,"Brandon Soo Hoo, Tony Mirrcandani, Harrison Ford, Viola Davis, Han Soto, Hailee Steinfeld, Nonso Anozie, Abigail Breslin, Caleb J. Thaggard, Jimmy 'Jax' Pinchak, Edrick Browne, Kelvin Harrison, Jr., Cameron Gaskins, Kyle Clements, Jasmine Kaur, Moisés Arias, Ben Kingsley, Christopher Coakley, Chase Walker, Khylin Rhambo, Suraj Partha, Stevie Ray Dallimore, Conor Carroll, Wendy Miklovic, Andrea Powell, Asa Butterfield, Aramis Knight, Gavin Hood",Gavin Hood,Donald McAlpine,"Gavin Hood, Orson Scott Card","Roberto Orci, Bill Lischak, Ed Ulbrich, Robert Chartoff, Ivy Zhong, Venkatesh Roddam, Deborah Del Prete, Gigi Pritzker, Mandy Safavi, Ted Ravinett, David Coatsworth, Alex Kurtzman, Linda McDonough, Lynn Hendee, Orson Scott Card",Steve Jablonsky,6.6,262645,/vmd3CNeG2B9FXsit61oc7oxabej.jpg
Endless Love,226857,6.9,1715,41682,34100000,103,20000000,tt2318092,en,Endless Love,A privileged girl and a charismatic boy's instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,4.6033,Say goodbye to innocence,"Drama, Romance","Bluegrass Films, Fake Empire Productions",United States of America,English,"Gabriella Wilde, Bruce Greenwood, Rhys Wakefield, Sonia Rose, Nelson Bonilla, Michelle S. Brzenk, Alexandra Bartee, Jimmy Gonzáles, Anna Enger Ritch, Nathan Standridge, Andrew Masset, Zechariah Pierce, Sharon Conley, Alex Pettyfer, Fabianne Therese, Emma Rigby, Alexa Rachelle, Matthew Withers, Jon Menick, William Henry Milne, Robert Patrick, Marie Burke, Tallie Brinson, Mike Bland, Dan Triandiflou, Danielle Rodas, Joey Nappo, Skip D. Welch, Dayo Okeniyi, Jonathan Velazquez, Jeff Pope, Ryan Lewis, Jake Schultz, Stephanie Northrup, Joely Richardson, Judith Weston, Patrick Johnson",Shana Feste,Andrew Dunn,"Scott Spencer, Shana Feste, Joshua Safran","Scott Stuber, J. Miles Dale, Pamela Abdy, Stephanie Savage, Tracy Falco, Josh Schwartz",Christophe Beck,6.2,48911,/z7FZP6uivgVc4t0mnmia0B8YygW.jpg
Epic,116711,6.5,2845,41409,268426634,102,100000000,tt0848537,en,Epic,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group characters in order to save their world—and ours.,7.8037,Discover a world beyond your imagination.,"Animation, Adventure, Family, Fantasy","Blue Sky Studios, 20th Century Fox Animation",United States of America,English,"Madeleine Whittle, Selenis Leyva, Eric Nelsen, Allison Weber, Brian Scott McFadden, Blake Anderson, Allison Bills, Aziz Ansari, Malikha Mallette, Eric Bradley, Joe Massingill, Bill New, Chris Phillips, David Zyler, Colin Farrell, Rosa Salazar, Beyoncé, Judah Friedlander, Michelle Ruff, David Cowgill, Dana Nielsen, Jon Null, E.J. Holowicki, John Storey, Rif Hutton, Bridget Hoffman, Jake Moulton, Randy Thom, Matt Adler, Amanda Seyfried, Kyle Kinane, Mélanie Laurent, Edie Mirman, Jérémie Renier, Dennis T. Carnegie, Jim Conroy, Anthony Lumia, Emma Kenney, Helen Hong, Hope Levy, Jason Harris, Thomas F. Wilson, Chris Scarabosio, Garou, Josh Hutcherson, Jeremy Bowker, Steven Tyler, Moosie Drier, Christoph Waltz, Jason Sudeikis, Jason Fricchione, Pitbull, Todd Cummings, John DiMaggio, Troy Evans, Roger Freeland, Stephen Apostolina, Chris O'Dowd, Randy Crenshaw, Jackie Gonneau, Lori Prince, Byron Thames, Monique Donnelly, Ashley Albert, Peter Pamela Rose, Edie Lehmann Boddicker, Kelly Keaton",Chris Wedge,Renato Falcão,"Moroni Taylor, Daniel Shere, James V. Hart, Bob Camp, William Joyce, Chris Wedge, Tom J. Astle, Matt Ember","Lori Forte, William Joyce, James V. Hart, Jerry Davis",Danny Elfman,6.6,113372,/81cSsWzjTfR3cJSqnTiHwy1eyPK.jpg
